"NUM_FATURA","NUM_ITEM_FATURA","COD_SERVICO_ERP","DESCR_SERVICO","QTD_ITEM","VLR_PRECO","VLR_TOTAL","PORTO"
"12159",16650,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",951,0.35,332.85,"SALVADOR"
"12159",16651,"S.II.1.1.2","ACOSTAGEM",2550,0.67,1708.5,"SALVADOR"
"12159",16652,"S.II.1.1.2.9","ACOSTAGEM",2475,0.67,1658.25,"SALVADOR"
"12159",16649,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"11104",13845,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"11104",13846,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",206,0.35,72.1,"SALVADOR"
"11104",13847,"S.II.1.1.2","ACOSTAGEM",3239.04,0.67,2170.16,"SALVADOR"
"11166",14011,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"11166",14012,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",951,0.35,332.85,"SALVADOR"
"11166",14013,"S.II.1.2.2","ACOSTAGEM",15121.5,0.67,10131.41,"SALVADOR"
"11280",14417,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"11280",14418,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",951,0.35,332.85,"SALVADOR"
"11280",14419,"S.II.1.1.2","ACOSTAGEM",3113.25,0.67,2085.88,"SALVADOR"
"11369",14695,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"11369",14696,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",951,0.35,332.85,"SALVADOR"
"11369",14697,"S.II.1.2.2","ACOSTAGEM",7204.95,0.67,4827.32,"SALVADOR"
"11369",14698,"S.II.1.2.2.9","ACOSTAGEM",7116,0.67,4767.72,"SALVADOR"
"11530",15111,"S.I.1","INFRAMAR TARIFA  FIXA  P/ ACESSO AQUAV. ENT/SAIDA",1,3402.07,3402.07,"SALVADOR"
"11553",15149,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",951,0.35,332.85,"SALVADOR"
"11553",15150,"S.II.1.1.2","ACOSTAGEM",2757.45,0.67,1847.49,"SALVADOR"
"11553",15151,"S.II.1.1.2.9","ACOSTAGEM",2668.5,0.67,1787.89,"SALVADOR"
"11553",15148,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"710",2434,"I.1.6.1","INFRAESTRUTURA MARÍTMA  [SEM MOVIMENTAÇÃO DE CARGA ] ",951,0.35,332.85,"SALVADOR"
"10763",12655,"I.1.6.1","INFRAESTRUTURA MARÍTMA  [SEM MOVIMENTAÇÃO DE CARGA ] ",951,0.35,332.85,"SALVADOR"
"10818",12853,"I.1.6.1","INFRAESTRUTURA MARÍTMA  [SEM MOVIMENTAÇÃO DE CARGA ] ",951,0.35,332.85,"SALVADOR"
"11034",13615,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"11034",13616,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",951,0.35,332.85,"SALVADOR"
"11034",13617,"S.II.1.1.2","ACOSTAGEM",1867.95,0.67,1251.53,"SALVADOR"
"11037",13622,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"11037",13623,"S.I.2.2.9.1","INFRAESTRUTURA AQUAVIARIA",951,0.35,332.85,"SALVADOR"
"11037",13624,"S.II.1.1.2","ACOSTAGEM",355.8,0.67,238.39,"SALVADOR"
"11094",13820,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3032.62,3032.62,"SALVADOR"
"11094",13821,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"397",1256,"II.3.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1,22.31,22.31,"SALVADOR"
"397",1257,"II.3.2.2","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",677,1.35,913.95,"SALVADOR"
"397",1258,"II.3.9.25","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",913.95,0.3,274.18,"SALVADOR"
"10935",13365,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11016",13572,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",630.24,2.31,1455.85,"SALVADOR"
"11016",13573,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",630.24,1.63,1027.29,"SALVADOR"
"11263",14350,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",659.12,2.31,1522.57,"SALVADOR"
"11263",14351,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",659.12,1.63,1074.37,"SALVADOR"
"11322",14537,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",706.38,2.31,1631.74,"SALVADOR"
"11322",14538,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",706.38,1.63,1151.4,"SALVADOR"
"11456",14981,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",659.12,2.31,1522.57,"SALVADOR"
"11456",14982,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",659.12,1.63,1074.37,"SALVADOR"
"12018",16241,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",677.5,2.31,1565.03,"SALVADOR"
"12018",16242,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",677.5,1.63,1104.33,"SALVADOR"
"12425",17576,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"12665",18295,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"12772",18613,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",449,1.63,731.87,"SALVADOR"
"12772",18612,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",449,2.31,1037.19,"SALVADOR"
"12903",18921,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",441,2.31,1018.71,"SALVADOR"
"12903",18922,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",441,1.63,718.83,"SALVADOR"
"12935",18990,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11694",15410,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",706.38,2.31,1631.74,"SALVADOR"
"11694",15411,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",706.38,1.63,1151.4,"SALVADOR"
"11744",15511,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11798",15639,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",676.38,2.31,1562.44,"SALVADOR"
"11798",15640,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",676.38,1.63,1102.5,"SALVADOR"
"11833",15689,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",619.73,2.31,1431.58,"SALVADOR"
"11833",15690,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",619.73,1.63,1010.16,"SALVADOR"
"11854",15738,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11957",16051,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11470",15014,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11522",15100,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11604",15270,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",677.5,2.31,1565.03,"SALVADOR"
"11604",15271,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",677.5,1.63,1104.33,"SALVADOR"
"11624",15298,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11646",15327,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11688",15399,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"10938",13368,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11138",13918,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",367,1.63,598.21,"SALVADOR"
"11138",13917,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",367,2.31,847.77,"SALVADOR"
"11262",14348,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",332,2.31,766.92,"SALVADOR"
"11262",14349,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",332,1.63,541.16,"SALVADOR"
"11320",14533,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",371,2.31,857.01,"SALVADOR"
"11320",14534,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",371,1.63,604.73,"SALVADOR"
"11458",14985,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",340,2.31,785.4,"SALVADOR"
"11458",14986,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",340,1.63,554.2,"SALVADOR"
"11472",15021,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"12231",16913,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",392,2.31,905.52,"SALVADOR"
"12231",16914,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",392,1.63,638.96,"SALVADOR"
"12426",17577,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"12664",18294,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"12934",18989,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11745",15512,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11797",15637,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1153,2.31,2663.43,"SALVADOR"
"11797",15638,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1153,1.63,1879.39,"SALVADOR"
"11832",15687,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1024.89,2.31,2367.5,"SALVADOR"
"11832",15688,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1024.89,1.63,1670.57,"SALVADOR"
"11841",15703,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11958",16052,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"12019",16243,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",486,2.31,1122.66,"SALVADOR"
"12019",16244,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",486,1.63,792.18,"SALVADOR"
"11523",15101,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11627",15301,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11647",15328,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11690",15401,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11695",15412,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1153,2.31,2663.43,"SALVADOR"
"11695",15413,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1153,1.63,1879.39,"SALVADOR"
"11737",15497,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1067.6,2.31,2466.16,"SALVADOR"
"11737",15498,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1067.6,1.63,1740.19,"SALVADOR"
"184",422,"I.2.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",11900,0.36,4284,"SALVADOR"
"184",423,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",1912.5,0.36,688.5,"SALVADOR"
"183",420,"I.1.1.1","INFRAESTRUTURA MARÍTMA  [TONELADA ] ",14981.35,3.99,59775.59,"SALVADOR"
"183",421,"I.3.1.1","INFRAESTRUTURA TERRESTRE   [TONELADA ] ",14981.35,5.12,76704.51,"SALVADOR"
"373",1198,"I.1.1.1","INFRAESTRUTURA MARÍTMA  [TONELADA ] ",11010.03,3.99,43930.02,"SALVADOR"
"373",1199,"I.3.1.1","INFRAESTRUTURA TERRESTRE   [TONELADA ] ",11010.03,5.12,56371.36,"SALVADOR"
"583",1929,"I.1.1.1","INFRAESTRUTURA MARÍTMA  [TONELADA ] ",13979.05,3.99,55776.41,"SALVADOR"
"583",1930,"I.3.1.1","INFRAESTRUTURA TERRESTRE   [TONELADA ] ",13979.05,5.12,71572.74,"SALVADOR"
"674",2258,"I.1.1.1","INFRAESTRUTURA MARÍTMA  [TONELADA ] ",14984.26,3.99,59787.21,"SALVADOR"
"10854",13065,"I.1.1.1","INFRAESTRUTURA MARÍTMA  [TONELADA ] ",10008.09,3.99,39932.29,"SALVADOR"
"10984",13466,"S.III.1.1","INFRAESTRUTURA TERRESTRE",18046.13,6.7,120909.06,"SALVADOR"
"11494",15051,"S.V.1.1.1","ARMAZENAGEM COBERTA LC MERC. P1",1,0.5,0.5,"SALVADOR"
"11494",15052,"S.VII.99","ARMAZENAGEM COBERTA LC MERC. P1",1,37.5,37.5,"SALVADOR"
"11494",15053,"S.V.1.1.1","ARMAZENAGEM COBERTA LC MERC. P1",1,0.5,0.5,"SALVADOR"
"11576",15203,"S.V.1.1.1","ARMAZENAGEM COBERTA LC MERC. P1",1,0.5,0.5,"SALVADOR"
"11576",15204,"S.VII.99","ARMAZENAGEM COBERTA LC MERC. P1",1,37.5,37.5,"SALVADOR"
"11814",15662,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",54664,0.5,27332,"SALVADOR"
"11830",15684,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",33404,0.5,16702,"SALVADOR"
"11843",15705,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",478020,0.5,239010,"SALVADOR"
"11843",15706,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",517941,0.5,258970.5,"SALVADOR"
"11843",15707,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",751238,0.5,375619,"SALVADOR"
"11843",15708,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",589553,0.5,294776.5,"SALVADOR"
"11843",15709,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",452248,0.5,226124,"SALVADOR"
"11843",15710,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",224371,0.5,112185.5,"SALVADOR"
"11843",15723,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",623129,0.5,311564.5,"SALVADOR"
"11843",15724,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",301829,0.5,150914.5,"SALVADOR"
"11843",15717,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",518306,0.5,259153,"SALVADOR"
"11843",15718,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",557610,0.5,278805,"SALVADOR"
"11843",15719,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",517985,0.5,258992.5,"SALVADOR"
"11843",15720,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",517478,0.5,258739,"SALVADOR"
"11843",15721,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",256808,0.5,128404,"SALVADOR"
"11843",15722,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",554529,0.5,277264.5,"SALVADOR"
"11843",15711,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",553382,0.5,276691,"SALVADOR"
"11843",15712,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",441978,0.5,220989,"SALVADOR"
"11843",15713,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",359700,0.5,179850,"SALVADOR"
"11843",15714,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",677646,0.5,338823,"SALVADOR"
"11843",15715,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",516770,0.5,258385,"SALVADOR"
"11843",15716,"S.V.2.1.1","ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",597572,0.5,298786,"SALVADOR"
"11964",16058,"S.V.1.1.1","ARMAZENAGEM COBERTA LC MERC. P1",1,0.5,0.5,"SALVADOR"
"11964",16059,"S.VII.99","ARMAZENAGEM COBERTA LC MERC. P1",1,37.5,37.5,"SALVADOR"
"723",2457,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",1978.68,0.36,712.32,"SALVADOR"
"10844",13052,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",1980,0.36,712.8,"SALVADOR"
"10966",13416,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"10988",13474,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"10988",13475,"S.I.2.1.3.1","INFRAESTRUTURA AQUAVIARIA",59999,1.39,83398.61,"SALVADOR"
"10988",13476,"S.II.1.2.1","ACOSTAGEM",16499.34,0.67,11054.56,"SALVADOR"
"10988",13477,"S.II.1.2.1.9","ACOSTAGEM",2999.88,0.67,2009.92,"SALVADOR"
"12848",18805,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3032.62,3032.62,"SALVADOR"
"12848",18806,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"12849",18807,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3032.62,3032.62,"SALVADOR"
"12849",18808,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"12873",18864,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"12076",16399,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"11685",15395,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",5,3032.62,15163.1,"SALVADOR"
"11685",15396,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"11713",15455,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"11821",15675,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"11951",16042,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"11483",15034,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3032.62,3032.62,"SALVADOR"
"11483",15035,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"11509",15080,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",2,3032.62,6065.24,"SALVADOR"
"11509",15081,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"11578",15206,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"11019",13576,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",4,3032.62,12130.48,"SALVADOR"
"11019",13577,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"11298",14473,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"11414",14853,"S.I.1","INFRAMAR-ATRACAÇÃO EM TUP PARA OUTROS FINS",1,3402.07,3402.07,"SALVADOR"
"377",1205,"I.2.1","ACOSTAGEM   [EMBARCAÇÕES SEM MOVIMENTAÇÃO DE CARGAS ] ",546.48,0.36,196.73,"SALVADOR"
"627",2070,"I.2.1","ACOSTAGEM   [EMBARCAÇÕES SEM MOVIMENTAÇÃO DE CARGAS ] ",546.48,0.36,196.73,"SALVADOR"
"627",2071,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES SEM MOVIMENTAÇÃO DE CARGAS ] ",546.48,0.36,196.73,"SALVADOR"
"706",2430,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES SEM MOVIMENTAÇÃO DE CARGAS ] ",546.48,0.36,196.73,"SALVADOR"
"718",2449,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES SEM MOVIMENTAÇÃO DE CARGAS ] ",546.48,0.36,196.73,"SALVADOR"
"250",773,"I.1.6.4","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",19464,0.17,3308.88,"SALVADOR"
"619",2043,"I.2.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",27020.82,0.36,9727.5,"SALVADOR"
"619",2044,"I.2.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",27020.82,0.36,9727.5,"SALVADOR"
"619",2045,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",5037.78,0.36,1813.6,"SALVADOR"
"619",2046,"I.2.1.1","ACOSTAGEM   [EMBARCAÇÕES COM MOVIMENTAÇÃO DE CARGAS ] ",5037.78,0.36,1813.6,"SALVADOR"
"10916",13329,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",36563,3032.62,110881685.06,"SALVADOR"
"10916",13330,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"10957",13406,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",34557.9,3032.62,104800978.7,"SALVADOR"
"10957",13407,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"11014",13568,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3032.62,3032.62,"SALVADOR"
"11014",13569,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"11036",13620,"S.I.3","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",13,3032.62,39424.06,"SALVADOR"
"11036",13621,"S.I.1","INFRAMAR-UTIL.ÁREA DE FUNDEIO S/MOV.S/ATRAC.PORTO/",1,3402.07,3402.07,"SALVADOR"
"12592",18078,"S.I.1","INFRAESTRUTURA AQUAVIARIA",1,3402.07,3402.07,"SALVADOR"
"12592",18079,"S.I.2.1.3.1","INFRAESTRUTURA AQUAVIARIA",33375,1.39,46391.25,"SALVADOR"
