"PORTO","PROGR","NUM_FATURA","DAT_EMISSAO","NOM_RAZA_SOCIAL","NUM_MEDICAO","DESCR_SERVICO","VLR_FATURA","DF_LIST_FAT_CABEC","EXISTE_PROGR"
"ARATU",22259,50403,2023-07-20,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",1990,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",16360.48,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22269,50404,2023-07-20,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",1991,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",14283.28,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22273,50405,2023-07-20,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",1992,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",12544.92,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22273,50406,2023-07-20,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",1993,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",7680.95,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22273,50407,2023-07-20,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",1994,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",23219.49,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22347,50410,2023-07-20,"NORTH STAR SERVICOS MARITIMOS LTDA",1998,"Infraestrutura Aquaviaria",229301.2,"NORTH STAR SERVICOS MARITIMOS LTDA","Sim"
"ARATU",22347,50411,2023-07-20,"BRASKEM S.A (OPERATORA PORTUÁRIA)",1999,"Infraestrutura Terrestre [Tonelada]",235910.84,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22342,50412,2023-07-20,"INTERMARITIMA TERMINAIS LTDA",2001,"Infraestrutura Aquaviaria",47106.87,"INTERMARITIMA TERMINAIS LTDA","Sim"
"ARATU",22342,50413,2023-07-20,"VOPAK BRASIL S.A.",2002,"Infraestrutura Terrestre [Tonelada]",157615.45,"VOPAK BRASIL S.A.","Sim"
"ARATU",22344,50414,2023-07-20,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2014,"Infraestrutura Aquaviaria",17752.72,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22344,50415,2023-07-20,"BRASKEM S.A (42.150.391/0034-39)",2015,"Infraestrutura Terrestre [Tonelada]",770.58,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22335,50416,2023-07-20,"NORTH STAR SERVICOS MARITIMOS LTDA",2017,"Infraestrutura Aquaviaria",237645.69,"NORTH STAR SERVICOS MARITIMOS LTDA","Sim"
"ARATU",22335,50417,2023-07-20,"BRASKEM S.A (OPERATORA PORTUÁRIA)",2018,"Infraestrutura Terrestre [Tonelada]",421714.38,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22352,50418,2023-07-21,"BAHIASHIP AGENCIA MARITIMA LTDA",2020,"Infraestrutura Aquaviaria",27121.22,"BAHIASHIP AGENCIA MARITIMA LTDA","Sim"
"ARATU",22352,50419,2023-07-21,"ULTRACARGO LOGISTICA S.A.",2021,"Infraestrutura Terrestre [Tonelada]",22448.93,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22339,50420,2023-07-21,"CASA MARÍTIMA AGENCIAMENTOS LTDA",2025,"Infraestrutura Aquaviaria",44488.79,"CASA MARÍTIMA AGENCIAMENTOS LTDA","Sim"
"ARATU",22339,50421,2023-07-21,"ULTRACARGO LOGISTICA S.A.",2026,"Infraestrutura Terrestre [Tonelada]",34355.2,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22353,50422,2023-07-21,"NORTH STAR SERVICOS MARITIMOS LTDA",2029,"Infraestrutura Aquaviaria",41446.42,"NORTH STAR SERVICOS MARITIMOS LTDA","Sim"
"ARATU",22353,50423,2023-07-21,"VOPAK BRASIL S.A.",2030,"Infraestrutura Terrestre [Tonelada]",20045.58,"VOPAK BRASIL S.A.","Sim"
"ARATU",22354,50424,2023-07-21,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2036,"Infraestrutura Aquaviaria",25623.88,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22354,50425,2023-07-21,"BRASKEM S.A (42.150.391/0034-39)",2037,"Infraestrutura Terrestre [Tonelada]",34419.42,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22349,50431,2023-07-27,"CONE SUL AGENCIA DE NAVEGAÇÃO",2045,"Infraestrutura Aquaviaria",156038.33,"CONE SUL AGENCIA DE NAVEGAÇÃO","Sim"
"ARATU",22349,50432,2023-07-27,"BRASKEM S.A (OPERATORA PORTUÁRIA)",2046,"Infraestrutura Terrestre [Tonelada]",214657.9,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22376,50433,2023-07-27,"AGENCIA MARITIMA GRANEL LTDA",2048,"Infraestrutura Aquaviaria",59922.02,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22376,50434,2023-07-27,"VOPAK BRASIL S.A.",2049,"Infraestrutura Terrestre [Tonelada]",16464.28,"VOPAK BRASIL S.A.","Sim"
"ARATU",22350,50435,2023-07-27,"AGENCIA MARITIMA GRANEL LTDA",2051,"Infraestrutura Aquaviaria",58861.82,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22350,50436,2023-07-27,"ULTRACARGO LOGISTICA S.A.",2052,"Infraestrutura Terrestre [Tonelada]",16750.44,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22364,50437,2023-07-27,"ROCHAMAR AGENCIA MARITIMA S.A.",2054,"Infraestrutura Aquaviaria",75015.77,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"ARATU",22364,50438,2023-07-27,"ULTRACARGO LOGISTICA S.A.",2055,"Infraestrutura Terrestre [Tonelada]",6060.71,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22345,50439,2023-07-27,"AGENCIA MARITIMA GRANEL LTDA",2057,"Infraestrutura Aquaviaria",43381.72,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22345,50440,2023-07-27,"ULTRACARGO LOGISTICA S.A.",2058,"Infraestrutura Terrestre [Tonelada]",53980.62,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22329,50441,2023-07-27,"CASA MARÍTIMA AGENCIAMENTOS LTDA",2062,"Infraestrutura Aquaviaria",48125.17,"CASA MARÍTIMA AGENCIAMENTOS LTDA","Sim"
"ARATU",22329,50442,2023-07-27,"ULTRACARGO LOGISTICA S.A.",2063,"Infraestrutura Terrestre [Tonelada]",5619.19,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22359,50443,2023-07-27,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2068,"Infraestrutura Aquaviaria",25845.22,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22359,50444,2023-07-27,"BRASKEM S.A (42.150.391/0034-39)",2069,"Infraestrutura Terrestre [Tonelada]",37707.95,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22360,50445,2023-07-27,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2072,"Infraestrutura Aquaviaria",38199.52,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22360,50446,2023-07-27,"BRASKEM S.A (42.150.391/0034-39)",2073,"Infraestrutura Terrestre [Tonelada]",35788.37,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22366,50447,2023-07-27,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2076,"Infraestrutura Aquaviaria",42652.62,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22366,50448,2023-07-27,"BRASKEM S.A (42.150.391/0034-39)",2077,"Infraestrutura Terrestre [Tonelada]",38475.27,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22325,50449,2023-07-28,"BEIRA MAR SERVICOS MARITIMOS LTDA",2081,"Infraestrutura Aquaviaria",135295.81,"BEIRA MAR SERVICOS MARITIMOS LTDA","Sim"
"ARATU",22337,50450,2023-07-28,"WILSON SONS SHIPPING SERVICES LTDA",2082,"Infraestrutura Aquaviaria",129880.51,"WILSON SONS SHIPPING SERVICES LTDA","Sim"
"ARATU",22313,50451,2023-07-28,"FERTIMPORT S/A",2083,"Infraestrutura Aquaviaria",117863.89,"FERTIMPORT S/A","Sim"
"ARATU",22368,50453,2023-07-31,"AGENCIA MARITIMA GRANEL LTDA",2085,"Infraestrutura Aquaviaria",67809.77,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22368,50454,2023-07-31,"ULTRACARGO LOGISTICA S.A.",2086,"Infraestrutura Terrestre [Tonelada]",4007.49,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22368,50455,2023-07-31,"VOPAK BRASIL S.A.",2087,"Infraestrutura Terrestre [Tonelada]",21823.49,"VOPAK BRASIL S.A.","Sim"
"ARATU",22355,50456,2023-07-31,"AGENCIA MARITIMA GRANEL LTDA",2090,"Infraestrutura Aquaviaria",54013.62,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22355,50457,2023-07-31,"ULTRACARGO LOGISTICA S.A.",2091,"Infraestrutura Terrestre [Tonelada]",4210.32,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22370,50458,2023-07-31,"BAHIASHIP AGENCIA MARITIMA LTDA",2093,"Infraestrutura Aquaviaria",27349.02,"BAHIASHIP AGENCIA MARITIMA LTDA","Sim"
"ARATU",22370,50459,2023-07-31,"ULTRACARGO LOGISTICA S.A.",2094,"Infraestrutura Terrestre [Tonelada]",27242.17,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22356,50460,2023-07-31,"ORION OPERACOES PORTUARIAS LTDA",2097,"Infraestrutura Aquaviaria",38396.07,"ORION OPERACOES PORTUARIAS LTDA","Sim"
"ARATU",22356,50461,2023-07-31,"ULTRACARGO LOGISTICA S.A.",2098,"Infraestrutura Terrestre [Tonelada]",70853.79,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22356,50462,2023-07-31,"VOPAK BRASIL S.A.",2108,"Infraestrutura Terrestre [Tonelada]",29369.62,"VOPAK BRASIL S.A.","Sim"
"ARATU",22361,50463,2023-07-31,"ORION OPERACOES PORTUARIAS LTDA",2113,"Infraestrutura Aquaviaria",124677.07,"ORION OPERACOES PORTUARIAS LTDA","Sim"
"ARATU",22197,50464,2023-08-01,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",2114,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",116,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22372,50470,2023-08-02,"ROCHAMAR AGENCIA MARITIMA S.A.",2120,"Infraestrutura Aquaviaria",82840.12,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"ARATU",22372,50471,2023-08-02,"VOPAK BRASIL S.A.",2121,"Infraestrutura Terrestre [Tonelada]",78351.71,"VOPAK BRASIL S.A.","Sim"
"ARATU",22362,50472,2023-08-02,"STAR SHIP AGENCIA MARITIMA LTDA",2129,"Infraestrutura Aquaviaria",156807,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"ARATU",22362,50473,2023-08-02,"BRASKEM S.A (OPERATORA PORTUÁRIA)",2130,"Infraestrutura Terrestre [Tonelada]",287250.72,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22377,50474,2023-08-02,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2132,"Infraestrutura Aquaviaria",24235.21,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22377,50475,2023-08-02,"BRASKEM S.A (42.150.391/0034-39)",2133,"Infraestrutura Terrestre [Tonelada]",37707.15,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22369,50476,2023-08-02,"NORTH STAR SERVICOS MARITIMOS LTDA",2136,"Infraestrutura Aquaviaria",45111.49,"NORTH STAR SERVICOS MARITIMOS LTDA","Sim"
"ARATU",22369,50477,2023-08-02,"ULTRACARGO LOGISTICA S.A.",2137,"Infraestrutura Terrestre [Tonelada]",26867.7,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22358,50478,2023-08-02,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2140,"Infraestrutura Aquaviaria",230469.44,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22358,50479,2023-08-02,"BRASKEM S.A (OPERATORA PORTUÁRIA)",2141,"Infraestrutura Terrestre [Tonelada]",438883.18,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22363,50480,2023-08-02,"STAR SHIP AGENCIA MARITIMA LTDA",2143,"Infraestrutura Aquaviaria",77415.07,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"ARATU",22363,50481,2023-08-02,"ULTRACARGO LOGISTICA S.A.",2144,"Infraestrutura Terrestre [Tonelada]",85107.52,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22334,50482,2023-08-02,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2150,"Infraestrutura Aquaviaria",35553.1,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22334,50483,2023-08-02,"BRASKEM S.A (42.150.391/0034-39)",2151,"Infraestrutura Terrestre [Tonelada]",39005.06,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22325,50484,2023-08-02,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",2153,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",131.16,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22361,50485,2023-08-02,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",2154,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",38,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22361,50486,2023-08-02,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",2155,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",38,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22361,50487,2023-08-02,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",2156,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",38,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22361,50488,2023-08-02,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A",2157,"PESAGEM DE MERCADORIA CARREGADA EM VEÍCULO,INCLUIN",38,"ATU12 ARRENDATÁRIA PORTUÁRIA SPE S.A","Sim"
"ARATU",22371,50489,2023-08-03,"CONE SUL AGENCIA DE NAVEGAÇÃO",2158,"Infraestrutura Aquaviaria",153754.27,"CONE SUL AGENCIA DE NAVEGAÇÃO","Sim"
"ARATU",22371,50490,2023-08-03,"BRASKEM S.A (OPERATORA PORTUÁRIA)",2159,"Infraestrutura Terrestre [Tonelada]",118145.32,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22375,50491,2023-08-03,"AGENCIA MARITIMA GRANEL LTDA",2161,"Infraestrutura Aquaviaria",38227.42,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22375,50492,2023-08-03,"ULTRACARGO LOGISTICA S.A.",2162,"Infraestrutura Terrestre [Tonelada]",65488.86,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22375,50493,2023-08-03,"VOPAK BRASIL S.A.",2166,"Infraestrutura Terrestre [Tonelada]",66428.17,"VOPAK BRASIL S.A.","Sim"
"ARATU",22380,50494,2023-08-03,"BAHIASHIP AGENCIA MARITIMA LTDA",2172,"Infraestrutura Aquaviaria",28032.42,"BAHIASHIP AGENCIA MARITIMA LTDA","Sim"
"ARATU",22380,50495,2023-08-03,"ULTRACARGO LOGISTICA S.A.",2173,"Infraestrutura Terrestre [Tonelada]",34423.79,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22336,50498,2023-08-04,"ORION OPERACOES PORTUARIAS LTDA",2180,"Infraestrutura Aquaviaria",113682.13,"ORION OPERACOES PORTUARIAS LTDA","Sim"
"ARATU",22385,50499,2023-08-04,"AGENCIA MARITIMA GRANEL LTDA",2181,"Infraestrutura Aquaviaria",34582.62,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22385,50500,2023-08-04,"ULTRACARGO LOGISTICA S.A.",2182,"Infraestrutura Terrestre [Tonelada]",10670.21,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22385,50501,2023-08-04,"VOPAK BRASIL S.A.",2183,"Infraestrutura Terrestre [Tonelada]",15009.18,"VOPAK BRASIL S.A.","Sim"
"ARATU",22383,50502,2023-08-07,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2186,"Infraestrutura Aquaviaria",26929.45,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22383,50503,2023-08-07,"BRASKEM S.A (42.150.391/0034-39)",2187,"Infraestrutura Terrestre [Tonelada]",35402.43,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22267,50508,2023-08-10,"WILSON SONS SHIPPING SERVICES LTDA",2194,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",39.32,"WILSON SONS SHIPPING SERVICES LTDA","Sim"
"ARATU",22351,50509,2023-08-10,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2195,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",39.32,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22337,50510,2023-08-10,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2196,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",78.64,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22337,50511,2023-08-10,"WILSON SONS SHIPPING SERVICES LTDA",2197,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",78.64,"WILSON SONS SHIPPING SERVICES LTDA","Sim"
"ARATU",22361,50512,2023-08-10,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2198,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",39.32,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22300,50513,2023-08-10,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2199,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",38,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22328,50514,2023-08-10,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2200,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",38,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22307,50515,2023-08-10,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2201,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",38,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22325,50516,2023-08-10,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2202,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",38,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22325,50517,2023-08-10,"BEIRA MAR SERVICOS MARITIMOS LTDA",2203,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",38,"BEIRA MAR SERVICOS MARITIMOS LTDA","Sim"
"ARATU",22382,50535,2023-08-15,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2221,"Infraestrutura Aquaviaria",46243.15,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22382,50536,2023-08-15,"BRASKEM S.A (42.150.391/0034-39)",2222,"Infraestrutura Terrestre [Tonelada]",41945.83,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22398,50537,2023-08-15,"AGENCIA MARITIMA GRANEL LTDA",2226,"Infraestrutura Aquaviaria",34127.02,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22398,50538,2023-08-15,"VOPAK BRASIL S.A.",2227,"Infraestrutura Terrestre [Tonelada]",23073.4,"VOPAK BRASIL S.A.","Sim"
"ARATU",22384,50539,2023-08-15,"AGENCIA MARITIMA GRANEL LTDA",2229,"Infraestrutura Aquaviaria",33101.57,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22384,50540,2023-08-15,"ULTRACARGO LOGISTICA S.A.",2230,"Infraestrutura Terrestre [Tonelada]",2003.39,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22392,50541,2023-08-15,"ROCHAMAR AGENCIA MARITIMA S.A.",2232,"Infraestrutura Aquaviaria",27526.67,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"ARATU",22392,50542,2023-08-15,"ULTRACARGO LOGISTICA S.A.",2233,"Infraestrutura Terrestre [Tonelada]",45870.65,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22379,50543,2023-08-15,"ORION OPERACOES PORTUARIAS LTDA",2237,"Infraestrutura Aquaviaria",23827.92,"ORION OPERACOES PORTUARIAS LTDA","Sim"
"ARATU",22379,50544,2023-08-15,"ULTRACARGO LOGISTICA S.A.",2238,"Infraestrutura Terrestre [Tonelada]",19039.48,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22379,50545,2023-08-15,"VOPAK BRASIL S.A.",2243,"Infraestrutura Terrestre [Tonelada]",4195.02,"VOPAK BRASIL S.A.","Sim"
"ARATU",22374,50546,2023-08-15,"ROCHAMAR AGENCIA MARITIMA S.A.",2245,"Infraestrutura Aquaviaria",228413.4,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"ARATU",22374,50547,2023-08-15,"BRASKEM S.A (OPERATORA PORTUÁRIA)",2246,"Infraestrutura Terrestre [Tonelada]",424410.31,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22381,50548,2023-08-15,"ORION OPERACOES PORTUARIAS LTDA",2248,"Infraestrutura Aquaviaria",38128.07,"ORION OPERACOES PORTUARIAS LTDA","Sim"
"ARATU",22381,50549,2023-08-15,"ULTRACARGO LOGISTICA S.A.",2249,"Infraestrutura Terrestre [Tonelada]",25169.8,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22381,50550,2023-08-15,"VOPAK BRASIL S.A.",2251,"Infraestrutura Terrestre [Tonelada]",31251.8,"VOPAK BRASIL S.A.","Sim"
"ARATU",22357,50559,2023-08-18,"ORION OPERACOES PORTUARIAS LTDA",2262,"Infraestrutura Aquaviaria",128637.07,"ORION OPERACOES PORTUARIAS LTDA","Sim"
"ARATU",22407,50566,2023-08-22,"AGENCIA MARITIMA GRANEL LTDA",2269,"Infraestrutura Aquaviaria",76582.57,"AGENCIA MARITIMA GRANEL LTDA","Sim"
"ARATU",22407,50567,2023-08-22,"VOPAK BRASIL S.A.",2270,"Infraestrutura Terrestre [Tonelada]",36630.27,"VOPAK BRASIL S.A.","Sim"
"ARATU",22393,50568,2023-08-22,"CONE SUL AGENCIA DE NAVEGAÇÃO",2274,"Infraestrutura Aquaviaria",152058.79,"CONE SUL AGENCIA DE NAVEGAÇÃO","Sim"
"ARATU",22393,50569,2023-08-22,"BRASKEM S.A (OPERATORA PORTUÁRIA)",2275,"Infraestrutura Terrestre [Tonelada]",240626.61,"BRASKEM S.A (OPERATORA PORTUÁRIA)","Sim"
"ARATU",22405,50570,2023-08-22,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2277,"Infraestrutura Aquaviaria",22099.42,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22405,50571,2023-08-22,"BRASKEM S.A (42.150.391/0034-39)",2278,"Infraestrutura Terrestre [Tonelada]",35400.76,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22378,50574,2023-08-23,"AGENCIA MARITIMA BRANDAO FILHOS LTDA",2286,"Infraestrutura Aquaviaria",59731.09,"AGENCIA MARITIMA BRANDAO FILHOS LTDA","Sim"
"ARATU",22397,50577,2023-08-24,"STAR SHIP AGENCIA MARITIMA LTDA",2289,"Infraestrutura Aquaviaria",122952.49,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"ARATU",22373,50578,2023-08-24,"WILSON SONS SHIPPING SERVICES LTDA",2290,"Infraestrutura Aquaviaria",18537.19,"WILSON SONS SHIPPING SERVICES LTDA","Sim"
"ARATU",22395,50580,2023-08-25,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2292,"Infraestrutura Aquaviaria",23340.76,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22395,50581,2023-08-25,"BRASKEM S.A (42.150.391/0034-39)",2293,"Infraestrutura Terrestre [Tonelada]",24624.82,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22394,50582,2023-08-25,"BAHIA TANKERS AGENCIA MARITIMA LTDA",2296,"Infraestrutura Aquaviaria",22700.23,"BAHIA TANKERS AGENCIA MARITIMA LTDA","Sim"
"ARATU",22394,50583,2023-08-25,"BRASKEM S.A (42.150.391/0034-39)",2297,"Infraestrutura Terrestre [Tonelada]",34832.43,"BRASKEM S.A (42.150.391/0034-39)","Sim"
"ARATU",22414,50587,2023-08-25,"WILHELMSEN PORT SERVICES BRASIL LTDA",2315,"Infraestrutura Aquaviaria",44365.68,"WILHELMSEN PORT SERVICES BRASIL LTDA","Sim"
"ARATU",22414,50588,2023-08-25,"VOPAK BRASIL S.A.",2316,"Infraestrutura Terrestre [Tonelada]",156441.99,"VOPAK BRASIL S.A.","Sim"
"ARATU",22400,50590,2023-08-25,"BAHIASHIP AGENCIA MARITIMA LTDA",2330,"Infraestrutura Aquaviaria",28032.42,"BAHIASHIP AGENCIA MARITIMA LTDA","Sim"
"ARATU",22400,50591,2023-08-25,"ULTRACARGO LOGISTICA S.A.",2331,"Infraestrutura Terrestre [Tonelada]",42140.71,"ULTRACARGO LOGISTICA S.A.","Sim"
"ARATU",22409,50592,2023-08-28,"LBH BRASIL AGENCIAMENTO MARITIMO LTDA",2335,"Infraestrutura Aquaviaria",57290.07,"LBH BRASIL AGENCIAMENTO MARITIMO LTDA","Sim"
"ARATU",22409,50593,2023-08-28,"VOPAK BRASIL S.A.",2336,"Infraestrutura Terrestre [Tonelada]",91406.88,"VOPAK BRASIL S.A.","Sim"
"ARATU",22313,50594,2023-08-28,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2349,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",49.15,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22336,50595,2023-08-28,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2350,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",68.81,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
"ARATU",22357,50596,2023-08-28,"BNL MOVIMENTAÇÃO DE CARGAS LTDA",2351,"FORNECIMENTO CERTIDÃO, CERTIFICADO PESAGEM",39.32,"BNL MOVIMENTAÇÃO DE CARGAS LTDA","Sim"
